Date,Garch normal o=0,Garch ged o=0,Garch normal o=1,Garch ged o=1
2021-11-02,0.012703608163621137,0.012805183525308335,0.010166910841504262,0.010273985160618164
2021-11-03,0.011408565916686186,0.012672534621426538,0.01096528601786689,0.010858923309259689
2021-11-04,0.010794866106490612,0.012542783971386355,0.01045605255800551,0.010508264288698157
2021-11-05,0.00995790991399782,0.011280488908102322,0.009860846849622669,0.009976373847914714
2021-11-08,0.010284246456944415,0.011058814753466862,0.009995367152059795,0.009969434039521068
2021-11-09,0.00961315396432006,0.010326551449469416,0.010019104705682179,0.009513943560198147
2021-11-10,0.010038973514138464,0.010257247870106128,0.009854748091744824,0.009393881744475472
2021-11-11,0.010486819152052993,0.011339672599207795,0.010340256706592275,0.010696745190271374
2021-11-12,0.01200291753803044,0.01112056227445045,0.012449923411296134,0.011670251566696795
2021-11-15,0.010542254455388742,0.011439836954384814,0.01125603203024863,0.011241108714276696
2021-11-16,0.01150655585922475,0.011653622575050085,0.010452404649311771,0.01050467684118185
2021-11-17,0.010795961187197247,0.011385081428983083,0.010183806091211575,0.010278581585091123
2021-11-18,0.010320403887951853,0.011264113031042307,0.009895908920270778,0.010135343614168792
2021-11-19,0.010109402117019635,0.010612843355604466,0.01007245211154624,0.010222880719714247
2021-11-22,0.010020068062630077,0.010502466848808522,0.00968654729628532,0.00984895639879888
2021-11-23,0.010064991296524401,0.010239294896348361,0.009808027055467036,0.009700405634294917
2021-11-24,0.010687800976140456,0.010397515778695273,0.010907863339335189,0.010627468543457828
2021-11-26,0.010375590451741308,0.010494557431089816,0.010788632827435817,0.010568573148071445
2021-11-29,0.011525043778252989,0.01170125919806941,0.01081949163559283,0.011027547821807511
2021-11-30,0.01338625960603003,0.012131125152340055,0.015543521690061965,0.015525160068665684
2021-12-01,0.012688826761527544,0.012780662221146101,0.013613589304657855,0.014014802585083284
2021-12-02,0.01245689728870297,0.012293008114154324,0.014994671048387429,0.015365640792855868
2021-12-03,0.011284574147181332,0.01165533136802322,0.012919185976908859,0.01269731624229304
2021-12-06,0.011360630931516846,0.011706418745960154,0.012548912200797117,0.012321495832573161
2021-12-07,0.012007562277837957,0.011791507405959304,0.013770096560190698,0.014110861936232557
2021-12-08,0.012514458684767795,0.012761026459495294,0.014043467144124855,0.014425060441846065
2021-12-09,0.012846822620183659,0.013073731695184682,0.013736486998951658,0.01390036496027889
2021-12-10,0.012543693005874663,0.012958348967446265,0.012293313371095693,0.012537296171572792
2021-12-13,0.013178206837778612,0.013271159827500914,0.01379216216582825,0.013941343085581108
2021-12-14,0.013504368123569952,0.013632481059858226,0.013714249626238267,0.013896783437589589
2021-12-15,0.013152239141827603,0.013681347060794468,0.014833762636963344,0.014853721256524786
2021-12-16,0.013269704688623997,0.015857761552987775,0.02301141314089535,0.023807924136794077
2021-12-17,0.016441254985040937,0.017172294379959877,0.019956753855570865,0.02089691144626677
2021-12-20,0.016858773702901432,0.017823917058767107,0.02154640735792529,0.021994380726275232
2021-12-21,0.016223782267370878,0.016244442119398825,0.01764024319869856,0.019584140339499557
2021-12-22,0.015978545920358148,0.016069174156989274,0.017312370735969543,0.018464910184133935
2021-12-23,0.01491218403901207,0.015765795553705955,0.016732032537882368,0.019224408575335715
2021-12-27,0.014391489672126759,0.014626933119516341,0.018170325317896217,0.01861929401220262
2021-12-28,0.013934318054735344,0.014014828276429733,0.017279380582942254,0.015491530749856647
2021-12-29,0.014319813969150866,0.014520016837561617,0.01695502751846052,0.017316363295266007
2021-12-30,0.01432191224039933,0.015346515275331258,0.01692198056713418,0.016648406358230113
2021-12-31,0.014433609164157963,0.015550837108235389,0.01578111499402515,0.014884024594689273
2022-01-03,0.015298867875039712,0.015492428046978465,0.014243094658785921,0.013966515975265157
2022-01-04,0.013676612128678533,0.013482015079326667,0.012986275758827303,0.013028870871633009
2022-01-05,0.01382516923649,0.015440123172337065,0.013331229773801202,0.014033876479278676
2022-01-06,0.014683428014163318,0.016490360248657302,0.01757189549963231,0.01765526790269076
2022-01-07,0.01466410559538999,0.014724962534847272,0.025838440755406682,0.02632810857836748
2022-01-10,0.016149919412167483,0.016323064609920383,0.019436539818197967,0.01881390180500425
2022-01-11,0.014716513428577091,0.014713103903890044,0.016019665582976607,0.01705919543558458
2022-01-12,0.0157861072127611,0.0159324389300331,0.012492849513472534,0.012421338867923928
2022-01-13,0.015471778321139629,0.015598734258019789,0.012400659844584853,0.012481837092899099
2022-01-14,0.01507142670992509,0.01661451797881304,0.016500456222019927,0.016776897068997102
2022-01-18,0.016746705312047534,0.016447041194233583,0.01584700835738501,0.019766676003325868
2022-01-19,0.014599170860238389,0.017158352224708767,0.019356176048813963,0.019844922873713634
2022-01-20,0.015265122199160465,0.0154493202162861,0.014990866510093074,0.020038481875974228
2022-01-21,0.016027059866035257,0.0152856805364075,0.01860119439403333,0.018423216240856185
2022-01-24,0.014824769458119247,0.015306123460193756,0.01822519587275145,0.017720799685279162
2022-01-25,0.01622693819678845,0.016520385306757878,0.01615814717962635,0.016233444228568827
2022-01-26,0.014531646743894776,0.01649682762646931,0.01528021707074986,0.014803692203189655
2022-01-27,0.014795419703054888,0.017167538181721717,0.014761130468068857,0.015339243832218607
2022-01-28,0.014713771303402201,0.016983207739957484,0.016713831294841965,0.015129697857795344
2022-01-31,0.019053759627000365,0.019079542522302664,0.018848354764913196,0.019093607670417716
2022-02-01,0.0191592362129348,0.019168600101902307,0.019013462349183368,0.019191669883475614
2022-02-02,0.018829840566931263,0.01876059160610574,0.01716764273068569,0.018754803772897552
2022-02-03,0.018646376059473696,0.01833950712210311,0.01805915183636702,0.016369921618982645
2022-02-04,0.019207270280260404,0.018841594386542728,0.018457932469949166,0.01884869108914661
2022-02-07,0.01849204868975886,0.0185169434678034,0.016789340213699364,0.01826257009230042
2022-02-08,0.018943816658017684,0.016843953103896317,0.018858988596328223,0.018636264041036396
2022-02-09,0.018430545093661436,0.0182494521149096,0.018246980328424606,0.018154045711804276
2022-02-10,0.018533122683984837,0.018573799296951715,0.01853933107638459,0.018624313161146374
2022-02-11,0.017250548023000155,0.017763661457524442,0.018691075248994316,0.019765986479120774
2022-02-14,0.018973343926245213,0.01955611245989982,0.017401506020509314,0.01931911669437715
2022-02-15,0.018663888831724335,0.019204447675725038,0.017337825682074485,0.019100087910881847
2022-02-16,0.018616676792634283,0.01914788564889309,0.018514096303041547,0.018670389042006526
2022-02-17,0.018309398640851505,0.018972478717729863,0.018450350871807818,0.019162979065018234
2022-02-18,0.018548433082496405,0.019026938562605736,0.018448372147648984,0.01875129466241757
2022-02-22,0.01756077179271698,0.019027112601579896,0.017432368370260205,0.018817931713641975
2022-02-23,0.01721234883635973,0.017810479838897376,0.017362601729787642,0.01877403673709832
2022-02-24,0.01748385546766348,0.01890596406112222,0.017354507944967033,0.018743642966821152
2022-02-25,0.01941774866910509,0.01972052733094464,0.017970038080295386,0.019486598706206636
2022-02-28,0.01952489654959974,0.019595974077376854,0.01959522219970774,0.020294951244759697
2022-03-01,0.019208223019846322,0.020267607444693577,0.019206493913386368,0.017873757119796226
2022-03-02,0.0189212432574342,0.018948399941834417,0.017794959848841285,0.017680437765091556
2022-03-03,0.01854036988313942,0.018682236789482554,0.01800894359616014,0.017955636012690134
2022-03-04,0.017883082832056064,0.017772453912343767,0.017549354606230014,0.01784084638638864
2022-03-07,0.017911768132463965,0.01868391395832689,0.017713530857372775,0.017699347959512054
2022-03-08,0.01828686622360671,0.018293011776484805,0.018580376103225497,0.0190129046505934
2022-03-09,0.01814646357486274,0.018077404908495,0.0201617203797307,0.02345899708605015
2022-03-10,0.020274120573323676,0.02028176888891147,0.020893173160657103,0.020234608446320877
2022-03-11,0.0201510392139973,0.02036285559786141,0.018927030362298935,0.01901671130418552
2022-03-14,0.02034779121356969,0.020395126185276374,0.020197887054145002,0.02017815312721313
2022-03-15,0.02001836567538828,0.02014193978999313,0.02009825900362278,0.02005601787714515
2022-03-16,0.021794606560453778,0.02111483254402614,0.020580682687127316,0.022121596269212746
2022-03-17,0.02201367572639229,0.022008964474318455,0.022502766814949317,0.021465033738636098
2022-03-18,0.02167583572278519,0.021680914425455104,0.02046742147227499,0.021198152202956535
2022-03-21,0.021869911458019208,0.021123014499572962,0.02210253491132631,0.021183194864342305
2022-03-22,0.02168458024419319,0.021795657404198802,0.02180702339519747,0.021816451928805075
2022-03-23,0.020794098427461688,0.020731327135924862,0.021579794838806447,0.0215684931454929
2022-03-24,0.021439829671296966,0.021583460174237755,0.02143479354806588,0.021532607673150825
2022-03-25,0.019645986231831135,0.021178791606347877,0.021043693571769266,0.021079791191487864
2022-03-28,0.020015976109820137,0.019556558415840277,0.02026861906872792,0.020313615291014914
2022-03-29,0.019791615553669734,0.01973714409045038,0.019228258365718984,0.018879866937382868
2022-03-30,0.019588871826728912,0.019526679732955365,0.019507155732965152,0.01871352763387968
2022-03-31,0.019158883184420116,0.019166102580112858,0.018726837240408377,0.01838765220135943
2022-04-01,0.019132803796978473,0.019115472337808907,0.018822873536653836,0.01829834229864212
2022-04-04,0.01901428584763235,0.018982677322945,0.017242742341954758,0.018453259009064384
2022-04-05,0.019004422489807854,0.01915992884252209,0.016676409322082152,0.017959636391466766
2022-04-06,0.01908657752799561,0.018975926984556357,0.015850036299700068,0.0177163045217659
2022-04-07,0.01933616417827335,0.01931800822113572,0.01883313643416784,0.01870634007697175
2022-04-08,0.019282404799896083,0.01869621831685902,0.018444261035440307,0.020451507490548065
2022-04-11,0.019053802344664774,0.01903188132709291,0.01962550671435177,0.019768044237164634
2022-04-12,0.019649986696859738,0.019712587716662896,0.020281961916700026,0.0203954692818062
2022-04-13,0.019542867676491032,0.019590672509344376,0.02179345191425813,0.02415164939167034
2022-04-14,0.01947684189396855,0.01948624519141272,0.02152375917383548,0.02243040489262188
2022-04-18,0.019712556097613826,0.019621121373323752,0.021149937751863378,0.020793042902933826
2022-04-19,0.01957908122425676,0.01963775991533002,0.021211099421783137,0.022011430676861433
2022-04-20,0.01947498394317044,0.019469268744624946,0.020346596288970984,0.01977851307487292
2022-04-21,0.018789034123694322,0.0195840268155838,0.019228735675843114,0.017995073260272266
2022-04-22,0.0192537513514796,0.01947286928561944,0.018884502972018873,0.01717578875581826
2022-04-25,0.019077100899134426,0.0189169243962609,0.01904737632923819,0.019174327074683868
2022-04-26,0.019622903033236924,0.01897253974210205,0.02057279192940841,0.0222675194012625
2022-04-27,0.019486753854923926,0.01973947864116355,0.020477317882256877,0.020477874751857444
2022-04-28,0.020791511781465957,0.021241937333642668,0.025930496770837048,0.03199606570296285
2022-04-29,0.021256073250931803,0.021806975296016697,0.02414216171001996,0.02657786643591481
2022-05-02,0.021548606957674805,0.023635728747352605,0.021951875339166354,0.022670733666744294
2022-05-03,0.022998190006977077,0.025638752675639222,0.03048893222107368,0.039640676842421056
2022-05-04,0.0225133498677048,0.02243299321167397,0.02658454207325701,0.029886639274989767
2022-05-05,0.022470640876025884,0.021696136726035715,0.0247440292139425,0.024498708618664943
2022-05-06,0.02499555174371432,0.025128054802939365,0.024085896176018723,0.02319218162773131
2022-05-09,0.025958273686357194,0.027436575802409394,0.03196685546730986,0.03887202551347477
2022-05-10,0.02575054639966106,0.0261944154751842,0.030719384075203172,0.03351590942934978
2022-05-11,0.025567585205258817,0.02594758292125666,0.03347433870859176,0.03861170137386458
2022-05-12,0.02535231748974106,0.025806697669344063,0.031055956952306417,0.03117586461327524
2022-05-13,0.026091909813437883,0.027109680079796944,0.03372910065551865,0.03717574713534184
2022-05-16,0.02578541915360407,0.026198219181184004,0.032525120469426586,0.03415138259218105
2022-05-17,0.02517981136856316,0.025552377581678158,0.029244075448840133,0.029655041599261946
2022-05-18,0.024154429334119903,0.02468747295901308,0.02674983923764748,0.026023530067640705
2022-05-19,0.025584654738506546,0.025625990185108832,0.028117646649739345,0.026580165779600276
2022-05-20,0.02739125283023021,0.028000030804639843,0.03406851398688879,0.035127093890593715
2022-05-23,0.026354383394404556,0.026661190588583388,0.031903505152036146,0.03494342016611894
2022-05-24,0.02708159996421005,0.025569244960398675,0.03088727753308109,0.03215088258501418
2022-05-25,0.026848255031055153,0.02617212016866338,0.0287842480268797,0.02971573242682881
2022-05-26,0.024693077025818456,0.02483419089725698,0.026970251102212277,0.02801172632165685
2022-05-27,0.023660163863378353,0.025851408374843555,0.02519250262569297,0.026014484497782674
2022-05-31,0.023654071788908503,0.023506065670376466,0.024658319697369535,0.024551779776443322
2022-06-01,0.024056399091069346,0.024489340662730123,0.022676389335901097,0.023421330101146352
2022-06-02,0.022714362737064658,0.02297818060396631,0.021510957702368372,0.021962718673991386
2022-06-03,0.020931461201568656,0.021188835128400123,0.019453638823781903,0.019735222913774123
2022-06-06,0.021008215122974436,0.021102409228651735,0.01966668632330749,0.01939263479444321
2022-06-07,0.021052535983737297,0.021438453400244226,0.020949021860381965,0.021453344307883867
2022-06-08,0.019873887909488495,0.020048327544925783,0.02012986759840699,0.020357113133498948
2022-06-09,0.019094469232047752,0.019537166091896496,0.01893486739441536,0.019333521493736613
2022-06-10,0.018931969313921538,0.01849837481599823,0.01893175706388501,0.018787045886006187
2022-06-13,0.02166352565211735,0.02161507261738206,0.021877135092877472,0.022366165805932575
2022-06-14,0.025858234402079343,0.0269727619544667,0.02857472838509668,0.034523649117928025
2022-06-15,0.02624648232572624,0.02774483274869163,0.029100683204991453,0.0329732999704206
2022-06-16,0.02571976939691286,0.023517038017866254,0.027473105860662473,0.024397563196307256
2022-06-17,0.026229679583345017,0.029040160390554157,0.026169573340714385,0.027729224435610433
2022-06-21,0.025635590545637403,0.025554300019165182,0.026147586702398154,0.026293041393115734
2022-06-22,0.02522358752239164,0.023929024371373175,0.025456033584475103,0.02386758172673124
2022-06-23,0.024556035298954674,0.027228296892098866,0.024271348614937047,0.026429078082477894
2022-06-24,0.023636745593795114,0.022345619895015767,0.023515770438426356,0.022309365871248665
2022-06-27,0.024266407168453796,0.026434038240184653,0.024699821337458853,0.025672773362763576
2022-06-28,0.02481430845102551,0.02933439364032088,0.025098872934597085,0.02844864690515316
2022-06-29,0.024608295310153464,0.022520639845373242,0.024775695903026824,0.022379698309508585
2022-06-30,0.024658689334140435,0.02625958005054539,0.0246534671679427,0.02559952931204254
2022-07-01,0.02395873487090092,0.024133996545811665,0.02408179572927386,0.02384180267645803
2022-07-05,0.02337300187012962,0.022509077926876942,0.02342663998528492,0.022332220247777854
2022-07-06,0.022960204698342646,0.023347603452833487,0.022990450325377516,0.023678220154439045
2022-07-07,0.02253802475987786,0.023754011454534856,0.0225999873855462,0.024233476318973435
2022-07-08,0.021960470840960436,0.023772278572548346,0.02211279647353641,0.023372524591304396
2022-07-11,0.020426624304523074,0.022784786491563687,0.020441300812353135,0.024160141437972755
2022-07-12,0.019247059505867775,0.021671427860237097,0.01917033914066367,0.02269393792283872
2022-07-13,0.021004949247554763,0.021523479324441663,0.020989594368315323,0.021596466879646867
2022-07-14,0.022968887712526153,0.02791830603644518,0.02291272900683988,0.027898645674398797
2022-07-15,0.021504434309375108,0.023713731243495517,0.018526564027115312,0.020654973551828482
2022-07-18,0.020215667576303466,0.020153590327503274,0.020233298917509367,0.021168311728690662
2022-07-19,0.020113692379712743,0.021580410917867884,0.017426055612444914,0.02215909664729735
2022-07-20,0.019119026572117,0.020473639488271623,0.01972983716936857,0.020410586055778838
2022-07-21,0.020359501211949647,0.020536294681038528,0.017401218347420675,0.021713868021902626
2022-07-22,0.019799326355548583,0.020327832854558744,0.01940595169736314,0.020480512301677415
2022-07-25,0.0171736699901513,0.019675019127491707,0.017197140578338873,0.018321535858681782
2022-07-26,0.019724068138389908,0.017804609987801614,0.01938301458249862,0.02114873936640445
2022-07-27,0.019729642410217987,0.018629390628671798,0.018618354332474375,0.01937292784682021
2022-07-28,0.01978649675595458,0.020559324246629308,0.0215558546061372,0.022124445074668642
2022-07-29,0.026416514274316,0.026695282209301317,0.024954567429530235,0.02465554015731913
2022-08-01,0.020135192265890813,0.020817391580788335,0.020799001827361063,0.021497899568859554
2022-08-02,0.019436874747019887,0.02036929615731137,0.019570728695098585,0.01957738632909952
2022-08-03,0.019582049331044984,0.020460901885681948,0.01979682328027547,0.01955228012645624
2022-08-04,0.020320763004822585,0.01963839883295545,0.020164194816303757,0.020130125938521128
2022-08-05,0.022262294845992143,0.022125068674851235,0.019270490642404967,0.01781320519963179
2022-08-08,0.018221854006091425,0.01843035114678029,0.017821973046361142,0.017838734565217836
2022-08-09,0.017702476926506186,0.017746757798709874,0.017538785975999834,0.017303324382419636
2022-08-10,0.017690525357630476,0.017197289119083036,0.0182996142046989,0.018728075599860235
2022-08-11,0.017343109577233493,0.01771133977489037,0.01713987847905301,0.017211259266705515
2022-08-12,0.0206395768040245,0.020468748712309016,0.01668775830435193,0.016275962957706232
2022-08-15,0.017956432668314086,0.017495595052513236,0.01788365644080362,0.01794177172906519
2022-08-16,0.017001805766328416,0.01702138818824667,0.014900360436263941,0.013702310546658561
2022-08-17,0.01425953377478405,0.014465099773028477,0.014160828473282297,0.014023472350695983
2022-08-18,0.014235643174354969,0.013673895539421874,0.013931653394536576,0.013722202857720597
2022-08-19,0.014231789632507694,0.014264677504000081,0.013609703071221401,0.014426704834774338
2022-08-22,0.01412418048941814,0.013909799157061462,0.013839212490900638,0.013920247206299382
2022-08-23,0.018574580811346768,0.018854153720006407,0.020079129894391895,0.020786562129007705
2022-08-24,0.025522066951806283,0.026980870049671427,0.033237190973289824,0.033546218282440116
2022-08-25,0.015827331549605427,0.015802210954388968,0.01704852528578517,0.016759993855293486
2022-08-26,0.01471730690110758,0.014470618146137369,0.012972549337474873,0.01266562529475065
2022-08-29,0.01729020749860057,0.017405611728292504,0.01577203757264176,0.015562430484632453
2022-08-30,0.024909186861633837,0.024243960857292923,0.03406688949280795,0.034454869791982805
2022-08-31,0.017891960133818652,0.017968503834227073,0.019938677514531867,0.020010372527725445
2022-09-01,0.017688148526551675,0.017824563547724614,0.018399275395977622,0.018025455777210757
2022-09-02,0.017266106442026908,0.01759013709423385,0.017346320957947355,0.016533630427819874
2022-09-06,0.016798647959636943,0.016430812786177272,0.016646918174656158,0.015555372078748422
2022-09-07,0.01860667165344925,0.018446179148616588,0.020439961814937076,0.019525155925962705
2022-09-08,0.01819172620933519,0.01562756304449608,0.017774141552817906,0.018010857035398894
2022-09-09,0.017414365397893247,0.016962872185504765,0.016043387249580376,0.015552051383606328
2022-09-12,0.015990274032040813,0.015639376684731896,0.015312029501743778,0.015231570928581387
2022-09-13,0.017705656247617076,0.01747643819575571,0.015447470940869547,0.01544516244816428
2022-09-14,0.019459532172803315,0.01936227720173779,0.01979662613767664,0.020455666790824445
2022-09-15,0.022389676409826184,0.01992786464136505,0.018473988521653273,0.018219521606161908
2022-09-16,0.018614004072322818,0.01891099926838171,0.01820021356670323,0.018078393511771502
2022-09-19,0.018765907604040087,0.018710014353555633,0.017841024357595974,0.01750026464536027
2022-09-20,0.018048326878587005,0.018143022716945126,0.017606054978000562,0.01721782324977433
2022-09-21,0.017902058626825545,0.017957407623941445,0.017815294316750403,0.018884983770264093
2022-09-22,0.017556441437530185,0.017624807423128552,0.017176563708398134,0.017959141943341164
2022-09-23,0.017674176723138847,0.017719081886047407,0.01731095186757723,0.016604136869944452
2022-09-26,0.016931947919928077,0.01703224893492867,0.015903116515023682,0.016785958015965205
2022-09-27,0.017165117784082265,0.017263577724483187,0.016762227155160396,0.016471048146830584
2022-09-28,0.016423143857334323,0.016536296436220597,0.015460362582969317,0.016182522638055346
2022-09-29,0.016441843997752205,0.016585711012236506,0.01562761408692473,0.016295876104059664
2022-09-30,0.017494476435027183,0.017490259035245186,0.01644996745512664,0.017835529354886883
2022-10-03,0.020133893447983393,0.019324976644664364,0.018021354879792464,0.017573143425878984
2022-10-04,0.019136460801619747,0.019093067243087288,0.019927116436223743,0.018094658469668644
2022-10-05,0.02371481929862086,0.02197606284439221,0.02156313452014754,0.024604220306262872
2022-10-06,0.02131312098280149,0.020744769569000673,0.01943895402073056,0.021515212057888197
2022-10-07,0.016747032535558055,0.017303408503793586,0.016072737874422854,0.017447882323471737
2022-10-10,0.018355341927856882,0.018408794908934,0.01794511456244494,0.01841967221366191
2022-10-11,0.022194589857094077,0.022947424697783096,0.031193688272755427,0.01872306377801944
2022-10-12,0.018763079541248374,0.019062727205421147,0.020343576697627153,0.01838888504321568
2022-10-13,0.01837775720883246,0.018354134721125265,0.0186822775236719,0.018083431358790078
2022-10-14,0.0186116308749658,0.018868528365271805,0.01861719811414322,0.01888027451471469
2022-10-17,0.019905192945660198,0.020739560190738082,0.021922334275470003,0.02336056082594035
2022-10-18,0.020279946198792528,0.02129172184489906,0.0202305612299995,0.020393521314462183
2022-10-19,0.019819774591441016,0.020986830592106438,0.02161334376315701,0.02609765645699793
2022-10-20,0.01867074125884158,0.019848529623724624,0.02111642183564945,0.022408834385204135
2022-10-21,0.019765935304756756,0.016881645482247087,0.021115790500593448,0.02030160377309196
2022-10-24,0.020274171003201523,0.020923009258286742,0.021040599467895382,0.02078977764472239
2022-10-25,0.0197381288627136,0.02285110238517135,0.024373242562970576,0.023460066320640603
2022-10-26,0.020780305249551993,0.021688421287917925,0.023147104270846295,0.023093991148327206
2022-10-27,0.023186690273288135,0.020389941734506558,0.021155134972934152,0.02052203114396409
2022-10-28,0.023038274188374966,0.02371395896577169,0.023926290434069283,0.024759742278697136
2022-10-31,0.027225067913792724,0.027109150284813217,0.0282601754429002,0.027081305004156554
2022-11-01,0.03454676334232037,0.03481354337717264,0.03786763759316444,0.03751142144169255
2022-11-02,0.023737844941902512,0.024598175917724372,0.027356297235017625,0.027553402863865352
2022-11-03,0.025353072575000104,0.025439424998769476,0.026400076977236175,0.026805451598491466
2022-11-04,0.028040046851422175,0.029076675581971773,0.028015535805465952,0.02990164200711967
2022-11-07,0.028182767593602845,0.02973630223540416,0.028967404016631986,0.029292985484650924
2022-11-08,0.02553447559764993,0.025171118561005214,0.02411859304044404,0.026483840279615468
2022-11-09,0.024729445528543156,0.025505607120028924,0.028563986297830385,0.024739003861384574
2022-11-10,0.026768762811031126,0.02788903571989777,0.027346032714234234,0.026911653296760357
2022-11-11,0.030117441753037877,0.03112914083856102,0.03088558294215974,0.03207913745428916
2022-11-14,0.030633947088127854,0.03067323848936382,0.0494367431212834,0.04887698485805678
2022-11-15,0.029181877536998736,0.03052389757052795,0.038539001543875295,0.038041380928748356
2022-11-16,0.03030922769885618,0.03065981166112124,0.034790295327792035,0.03376429372605547
2022-11-17,0.030435243462032135,0.029987235372198787,0.03285936959149759,0.026817442076076177
2022-11-18,0.025812698670155863,0.02616859453242856,0.031155002166194486,0.026180914293568874
2022-11-21,0.02604492466707158,0.02662577168278334,0.025567293951237052,0.02605656380378886
2022-11-22,0.025230288064378235,0.025953462346960995,0.025207431095060656,0.02584127499845296
2022-11-23,0.02749345538671998,0.02760781194061994,0.028349345999676485,0.028536538261202348
2022-11-25,0.0257550888088042,0.02551339293541598,0.02513716661450212,0.024876127019851188
2022-11-28,0.024065823062665855,0.023942928799805672,0.023955629354054903,0.0237361556858526
2022-11-29,0.025768381410189035,0.02549334716839109,0.026505530557953794,0.02628689297484357
2022-11-30,0.026536574653972318,0.02651343757591768,0.027829158286269244,0.026967139277143042
2022-12-01,0.027720945134450104,0.027538982653250197,0.028613236305081172,0.028474109693929925
2022-12-02,0.03203805918111828,0.031563261013357054,0.02705055853597638,0.02677982693507976
2022-12-05,0.023976815792125118,0.023025272054475188,0.02277788627875448,0.022919063602694356
2022-12-06,0.02376082012784282,0.022842070970744022,0.02238762463763662,0.023300602411186325
2022-12-07,0.02404045926598942,0.023553373509664494,0.022967373548698326,0.023226457021864422
2022-12-08,0.026189322172003936,0.02588706626924016,0.02792961882875657,0.026653990121424703
2022-12-09,0.025764876660159794,0.025699163874303495,0.02388818801985989,0.022693493121752412
2022-12-12,0.023481275666236673,0.023724467295043614,0.02142637420096714,0.020213576415509135
2022-12-13,0.022959782720168402,0.02333430996147757,0.021660812598412852,0.02071971637446901
2022-12-14,0.02384109548898454,0.024126125583724962,0.021466262826502203,0.020547789444706522
2022-12-15,0.02269440690750131,0.023044517268494144,0.021137119566576552,0.020028002761765425
2022-12-16,0.025386585960918875,0.02458649139189956,0.024315285518160732,0.023409592556225624
2022-12-19,0.03128726685974532,0.0307247157401385,0.037139412566504625,0.03754309638517828
2022-12-20,0.024182001451329566,0.02439045621475494,0.02423567557548659,0.024702972682818878
2022-12-21,0.02405031239697403,0.024087267259264692,0.02470290449471054,0.024352947165395582
2022-12-22,0.022836179500008512,0.023208363460078044,0.01952253267802209,0.02035859101534011
2022-12-23,0.024901620497911725,0.023924171175006642,0.020244858686729948,0.018996971209107344
2022-12-27,0.022357459565704698,0.021701396526750214,0.025448740834372704,0.02559661784138777
2022-12-28,0.022175827589241085,0.01903155934423639,0.020275543826037204,0.020009873493558518
2022-12-29,0.019423321391648454,0.023765336340945097,0.021563904079318442,0.021725431595372213
2022-12-30,0.026024831627198597,0.02599805941379204,0.02693491194654378,0.027306846833186554
2023-01-03,0.02495170026679655,0.024017420782555768,0.019622052486824727,0.019572871511017772
